id,game_id,value,external_popularity_source
3495398,2042,7.0187478554e-05,IGDB
92499,2042,0.000215061528004,IGDB
3571830,2042,0.000216596300615,Steam
612784,2042,0.000214008511802,Steam
4581685,2042,1.23780147e-07,Twitch
3572085,2042,0.000216232386398,Steam
2474569,2042,3.297164054e-06,Steam
4314647,2108,7.477781641e-06,IGDB
3495421,2108,6.7068035063e-05,IGDB
92522,2108,7.2995336147e-05,IGDB
2474873,2108,2.747636712e-06,Steam
3572411,2108,0.00010314338781,Steam
613951,2108,7.0355604682e-05,Steam
3572672,2108,9.853252452e-05,Steam
930928,2117,0.00024487411017,Steam
3875605,2117,0.000104688942978,IGDB
1203,2117,0.000405870970787,IGDB
3495428,2117,0.000129456904888,IGDB
92528,2117,0.000182095892325,IGDB
3571795,2117,0.002966469508079,Steam
3571564,2117,0.00265038231329,Steam
4578346,2117,0.003370987253946,Twitch
2474426,2117,0.006789593490812,Steam
612218,2117,0.004898073849851,Steam
934309,2126,0.000158841746565,Steam
3875608,2126,3.3650017386e-05,IGDB
1206,2126,0.000235971494643,IGDB
3495434,2126,0.000162211061547,IGDB
92534,2126,0.000357912615949,IGDB
3572312,2126,0.000459423150157,Steam
4580381,2126,1.526621809e-06,Twitch
613229,2126,0.000190867156116,Steam
2474701,2126,8.0047816206e-05,Steam
3572056,2126,0.000503369577986,Steam
3875609,2129,1.4955563283e-05,IGDB
1207,2129,0.000103827457643,IGDB
3495435,2129,0.000109180522195,IGDB
92532,2129,0.000229974553669,IGDB
615314,2129,2.333746887e-05,Steam
3572900,2129,0.000123232921341,Steam
4786350,2129,4.208524986e-06,Twitch
2475039,2129,3.66351562e-07,Steam
3573170,2129,0.000109184875677,Steam
936375,2132,0.000163461490849,Steam
3875611,2132,8.9733379696e-05,IGDB
1210,2132,0.000160460616358,IGDB
3495439,2132,0.000141934678853,IGDB
92536,2132,0.000379104810314,IGDB
3818146,2132,2.846943373e-06,Twitch
2475040,2132,3.9016441309e-05,Steam
613348,2132,0.000151007151512,Steam
3573190,2132,0.000416296641104,Steam
3572920,2132,0.000459708539058,Steam
4829809,2355,5.6100846749e-05,Steam
1320,2355,3.7755439143e-05,IGDB
3495635,2355,5.6149982843e-05,IGDB
92732,2355,0.000123228685754,IGDB
3573086,2355,5.6460908495e-05,Steam
3572815,2355,6.3028504561e-05,Steam
4585612,2355,6.18900733e-07,Twitch
4037506,2355,1.1216672462e-05,IGDB
2475168,2355,3.663515616e-06,Steam
616385,2355,1.632642255e-05,Steam
1322,2358,3.7755439143e-05,IGDB
3495634,2358,4.6791652369e-05,IGDB
92733,2358,0.000172677139274,IGDB
3571627,2358,0.000433369106716,Steam
4587373,2358,0.0,Twitch
3875740,2358,7.477781641e-06,IGDB
2474468,2358,5.861624985e-06,Steam
612391,2358,0.000560295366066,Steam
3571880,2358,0.000451218426612,Steam
1354,2480,0.000103827457643,IGDB
3495706,2480,0.000107620800449,IGDB
92834,2480,0.000240178202808,IGDB
3572929,2480,5.069718945e-05,Steam
3875782,2480,3.7388908206e-05,IGDB
3573201,2480,4.7959711746e-05,Steam
2475212,2480,7.327031232e-06,Steam
615078,2480,3.1231024517e-05,Steam
933059,2599,0.000187528422147,Steam
3875836,2599,2.2433344924e-05,IGDB
1397,2599,2.8316579357e-05,IGDB
3495802,2599,5.4590261097e-05,IGDB
92928,2599,0.000249596955859,IGDB
4582151,2599,6.890428164e-06,Twitch
3572971,2599,0.000246713968576,Steam
2475059,2599,2.8758597584e-05,Steam
